# sampler start 2026-09-15T16:30:51Z endpoints=p0,p1,d0
16:30:51 p0=<URLError> | p1=<URLError> | d0=<URLError>
16:40:07 p0 run=0 q=0 prealloc=0 xfer=0 http=9 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=9 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:40:22 p0 run=0 q=0 prealloc=0 xfer=0 http=9 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=9 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:40:37 p0 run=0 q=0 prealloc=0 xfer=0 http=9 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=9 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:40:52 p0 run=0 q=0 prealloc=0 xfer=0 http=9 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=9 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:41:07 p0 run=4 q=0 prealloc=0 xfer=0 http=5 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=9 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:41:22 p0 run=0 q=0 prealloc=0 xfer=0 http=4 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=9 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:41:37 p0 run=0 q=0 prealloc=0 xfer=0 http=6 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=4 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:41:52 p0 run=0 q=0 prealloc=0 xfer=0 http=6 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=5 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:42:07 p0 run=0 q=0 prealloc=0 xfer=0 http=6 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=5 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:42:22 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=4 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:42:37 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:42:52 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:43:07 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:43:23 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:43:38 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:43:53 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:44:08 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:44:23 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:44:38 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:44:53 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:45:08 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:45:23 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0=<URLError>
16:45:38 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=9 kv=0.000 hit=0.000 gen=0
16:45:53 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
16:46:08 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
16:46:24 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
16:46:39 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
16:46:54 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
16:47:09 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
16:47:24 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
16:47:39 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
16:47:54 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
16:48:09 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
16:48:24 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
16:48:39 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
16:48:55 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
16:49:31 p0=<TimeoutError> | p1 run=0 q=0 prealloc=0 xfer=0 http=72 kv=0.000 hit=0.000 gen=0 | d0=<TimeoutError>
16:49:47 p0 run=0 q=0 prealloc=0 xfer=0 http=72 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=72 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=143 kv=0.000 hit=0.000 gen=0
16:50:02 p0 run=0 q=0 prealloc=0 xfer=0 http=72 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=72 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=143 kv=0.000 hit=0.000 gen=0
16:50:17 p0 run=0 q=0 prealloc=0 xfer=0 http=72 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=72 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=143 kv=0.000 hit=0.000 gen=0
16:50:32 p0 run=0 q=0 prealloc=0 xfer=0 http=72 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=72 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=143 kv=0.000 hit=0.000 gen=0
16:50:47 p0 run=0 q=0 prealloc=0 xfer=0 http=72 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=72 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=143 kv=0.000 hit=0.000 gen=0
16:51:03 p0 run=0 q=0 prealloc=0 xfer=0 http=72 kv=0.000 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=72 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=143 kv=0.000 hit=0.000 gen=0
16:51:18 p0 run=8 q=58 prealloc=0 xfer=0 http=72 kv=0.010 hit=0.000 gen=0 | p1 run=8 q=59 prealloc=0 xfer=0 http=72 kv=0.010 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=143 kv=0.000 hit=0.000 gen=0
16:51:33 p0 run=8 q=49 prealloc=0 xfer=0 http=64 kv=0.011 hit=0.000 gen=0 | p1 run=8 q=53 prealloc=0 xfer=0 http=67 kv=0.014 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=130 kv=0.000 hit=0.000 gen=0
16:51:48 p0 run=9 q=42 prealloc=0 xfer=0 http=59 kv=0.020 hit=0.000 gen=0 | p1 run=8 q=50 prealloc=0 xfer=0 http=60 kv=0.016 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=117 kv=0.000 hit=0.000 gen=0
16:52:03 p0 run=8 q=41 prealloc=0 xfer=0 http=52 kv=0.019 hit=0.000 gen=0 | p1 run=8 q=45 prealloc=0 xfer=0 http=55 kv=0.018 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=106 kv=0.000 hit=0.000 gen=0
16:52:18 p0 run=8 q=37 prealloc=0 xfer=0 http=48 kv=0.022 hit=0.000 gen=0 | p1 run=9 q=40 prealloc=0 xfer=0 http=52 kv=0.026 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=98 kv=0.000 hit=0.000 gen=0
16:52:34 p0 run=8 q=33 prealloc=0 xfer=0 http=44 kv=0.024 hit=0.000 gen=0 | p1 run=8 q=36 prealloc=0 xfer=0 http=45 kv=0.018 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=88 kv=0.000 hit=0.000 gen=0
16:52:49 p0 run=8 q=29 prealloc=0 xfer=0 http=41 kv=0.030 hit=0.000 gen=0 | p1 run=8 q=31 prealloc=0 xfer=0 http=42 kv=0.023 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=79 kv=0.000 hit=0.000 gen=0
16:53:04 p0 run=8 q=28 prealloc=0 xfer=0 http=38 kv=0.025 hit=0.000 gen=0 | p1 run=8 q=28 prealloc=0 xfer=0 http=39 kv=0.024 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=74 kv=0.000 hit=0.000 gen=0
16:53:19 p0 run=8 q=27 prealloc=0 xfer=0 http=36 kv=0.036 hit=0.000 gen=0 | p1 run=8 q=26 prealloc=0 xfer=0 http=36 kv=0.033 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=71 kv=0.000 hit=0.000 gen=0
16:53:34 p0 run=8 q=22 prealloc=0 xfer=0 http=32 kv=0.026 hit=0.000 gen=0 | p1 run=8 q=23 prealloc=0 xfer=0 http=32 kv=0.029 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=62 kv=0.000 hit=0.000 gen=0
16:53:50 p0 run=8 q=21 prealloc=0 xfer=0 http=30 kv=0.031 hit=0.000 gen=0 | p1 run=8 q=21 prealloc=0 xfer=0 http=30 kv=0.031 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=59 kv=0.000 hit=0.000 gen=0
16:54:05 p0 run=8 q=20 prealloc=0 xfer=0 http=29 kv=0.041 hit=0.000 gen=0 | p1 run=8 q=19 prealloc=0 xfer=0 http=28 kv=0.036 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=56 kv=0.000 hit=0.000 gen=0
16:54:20 p0 run=9 q=16 prealloc=0 xfer=0 http=27 kv=0.040 hit=0.000 gen=0 | p1 run=9 q=18 prealloc=0 xfer=0 http=28 kv=0.051 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=53 kv=0.000 hit=0.000 gen=0
16:54:35 p0 run=8 q=15 prealloc=0 xfer=0 http=24 kv=0.036 hit=0.000 gen=0 | p1 run=8 q=14 prealloc=0 xfer=0 http=24 kv=0.034 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=46 kv=0.000 hit=0.000 gen=0
16:54:50 p0 run=8 q=13 prealloc=0 xfer=0 http=22 kv=0.037 hit=0.000 gen=0 | p1 run=8 q=14 prealloc=0 xfer=0 http=23 kv=0.046 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=44 kv=0.000 hit=0.000 gen=0
16:55:05 p0 run=8 q=13 prealloc=0 xfer=0 http=22 kv=0.051 hit=0.000 gen=0 | p1 run=9 q=12 prealloc=0 xfer=0 http=22 kv=0.053 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=43 kv=0.000 hit=0.000 gen=0
16:55:21 p0 run=9 q=10 prealloc=0 xfer=0 http=20 kv=0.050 hit=0.000 gen=0 | p1 run=8 q=12 prealloc=0 xfer=0 http=21 kv=0.055 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=40 kv=0.000 hit=0.000 gen=0
16:55:36 p0 run=8 q=10 prealloc=0 xfer=0 http=19 kv=0.054 hit=0.000 gen=0 | p1 run=8 q=12 prealloc=0 xfer=0 http=21 kv=0.066 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=39 kv=0.000 hit=0.000 gen=0
16:55:51 p0 run=8 q=10 prealloc=0 xfer=0 http=19 kv=0.071 hit=0.000 gen=0 | p1 run=8 q=11 prealloc=0 xfer=0 http=21 kv=0.079 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=39 kv=0.000 hit=0.000 gen=0
16:56:06 p0 run=8 q=9 prealloc=0 xfer=0 http=18 kv=0.071 hit=0.000 gen=0 | p1 run=8 q=10 prealloc=0 xfer=0 http=20 kv=0.083 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=37 kv=0.000 hit=0.000 gen=0
16:56:21 p0 run=8 q=7 prealloc=0 xfer=0 http=17 kv=0.080 hit=0.000 gen=0 | p1 run=8 q=9 prealloc=0 xfer=0 http=18 kv=0.066 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=34 kv=0.000 hit=0.000 gen=0
16:56:37 p0 run=8 q=6 prealloc=0 xfer=0 http=16 kv=0.071 hit=0.000 gen=0 | p1 run=8 q=9 prealloc=0 xfer=0 http=18 kv=0.077 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=33 kv=0.000 hit=0.000 gen=0
16:56:52 p0 run=8 q=4 prealloc=0 xfer=0 http=13 kv=0.051 hit=0.000 gen=0 | p1 run=9 q=8 prealloc=0 xfer=0 http=18 kv=0.092 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=30 kv=0.000 hit=0.000 gen=0
16:57:07 p0 run=8 q=3 prealloc=0 xfer=0 http=12 kv=0.065 hit=0.000 gen=0 | p1 run=8 q=7 prealloc=0 xfer=0 http=16 kv=0.070 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=27 kv=0.000 hit=0.000 gen=0
16:57:22 p0 run=8 q=2 prealloc=0 xfer=0 http=12 kv=0.076 hit=0.000 gen=0 | p1 run=8 q=5 prealloc=0 xfer=0 http=15 kv=0.081 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=26 kv=0.000 hit=0.000 gen=0
16:57:37 p0 run=8 q=2 prealloc=0 xfer=0 http=11 kv=0.085 hit=0.000 gen=0 | p1 run=8 q=4 prealloc=0 xfer=0 http=14 kv=0.077 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=23 kv=0.000 hit=0.000 gen=0
16:57:53 p0 run=9 q=1 prealloc=0 xfer=0 http=11 kv=0.098 hit=0.000 gen=0 | p1 run=8 q=3 prealloc=0 xfer=0 http=12 kv=0.064 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=22 kv=0.000 hit=0.000 gen=0
16:58:08 p0 run=8 q=1 prealloc=0 xfer=0 http=10 kv=0.106 hit=0.000 gen=0 | p1 run=8 q=1 prealloc=0 xfer=0 http=11 kv=0.072 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=20 kv=0.000 hit=0.000 gen=0
16:58:23 p0 run=8 q=1 prealloc=0 xfer=0 http=10 kv=0.106 hit=0.000 gen=0 | p1 run=8 q=0 prealloc=0 xfer=0 http=9 kv=0.080 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=18 kv=0.000 hit=0.000 gen=0
16:58:38 p0 run=8 q=1 prealloc=0 xfer=0 http=10 kv=0.110 hit=0.000 gen=0 | p1 run=8 q=0 prealloc=0 xfer=0 http=9 kv=0.080 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=18 kv=0.000 hit=0.000 gen=0
16:58:53 p0 run=8 q=0 prealloc=0 xfer=0 http=8 kv=0.099 hit=0.000 gen=0 | p1 run=8 q=0 prealloc=0 xfer=0 http=9 kv=0.077 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=16 kv=0.000 hit=0.000 gen=0
16:59:08 p0 run=8 q=0 prealloc=0 xfer=0 http=8 kv=0.109 hit=0.000 gen=0 | p1 run=8 q=0 prealloc=0 xfer=0 http=7 kv=0.088 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=14 kv=0.000 hit=0.000 gen=0
16:59:24 p0 run=8 q=0 prealloc=0 xfer=0 http=7 kv=0.117 hit=0.000 gen=0 | p1 run=8 q=0 prealloc=0 xfer=0 http=7 kv=0.096 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=13 kv=0.000 hit=0.000 gen=0
16:59:39 p0 run=8 q=0 prealloc=0 xfer=0 http=7 kv=0.126 hit=0.000 gen=0 | p1 run=8 q=0 prealloc=0 xfer=0 http=6 kv=0.105 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=12 kv=0.000 hit=0.000 gen=0
16:59:54 p0 run=8 q=0 prealloc=0 xfer=0 http=6 kv=0.135 hit=0.000 gen=0 | p1 run=8 q=0 prealloc=0 xfer=0 http=5 kv=0.111 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=10 kv=0.000 hit=0.000 gen=0
