Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Full-Response Output Token Throughput Per User (tokens/sec/user),325.53,1.67,658067.07,3085390.03,23.71,40.21,46.99,55.67,67.18,82.18,119.87,450.59,2143.64,9340.55
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,262.43,1.00,16372.00,2488666.00,5.00,16.00,31.00,55.00,123.00,284.00,561.00,960.00,2179.18,514.59
HTTP Chunks Sent,1.00,1.00,1.00,9483.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.02,0.00,55.59,230.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.83
HTTP Connection Overhead (ms),0.02,0.00,55.59,230.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.83
HTTP Connection Reused (ratio),0.98,0.00,1.00,9302.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.14
HTTP Data Received (KB),67.37,1.04,4125.43,638861.00,1.52,4.84,8.43,14.43,31.73,72.66,144.46,242.86,549.75,131.28
HTTP Data Sent (KB),461.72,0.62,3219.72,4378518.85,2.87,11.51,13.35,138.24,288.63,552.64,1039.18,1658.86,2748.99,538.35
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),24562.05,444.14,812596.84,232921876.27,2833.73,4400.57,5599.41,9174.93,16232.20,29043.68,51099.41,70141.36,140641.96,30462.45
HTTP Receiving (ms),14478.57,0.00,810562.14,137300302.80,7.08,178.46,964.73,2866.71,6891.02,15960.73,31723.01,52590.58,122413.82,27797.03
HTTP Sending (ms),0.23,0.05,55.99,2151.22,0.07,0.13,0.15,0.16,0.19,0.22,0.25,0.36,0.72,0.85
HTTP Total Time (ms),24562.07,444.14,812596.84,232922107.00,2833.73,4400.57,5599.41,9174.93,16232.20,29043.68,51099.58,70141.36,140641.96,30462.45
HTTP Waiting (TTFB) (ms),10083.25,203.91,200620.92,95619422.26,1050.42,2182.52,2616.05,3618.82,5693.46,11317.71,22122.25,35031.47,58833.32,12064.66
Input Sequence Length (tokens),118523.04,151.00,826968.00,1123953948.00,667.00,2966.00,3348.40,35219.50,74210.00,141788.50,267337.20,426618.40,704148.96,138233.89
Inter Chunk Latency (ms),54.12,0.00,9271.85,137289374.91,0.00,0.91,1.27,1.69,2.48,46.88,73.18,170.03,1031.32,223.77
Inter Token Latency (ms),15.49,0.00,598.43,146790.56,0.45,2.19,8.32,12.16,14.88,17.96,21.27,24.82,41.86,13.20
OSL Mismatch Diff % (%),-2.52,-99.85,0.00,-23865.88,-96.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.46
Output Sequence Length (tokens),965.44,1.00,59903.00,9155264.00,8.00,55.00,108.00,196.00,447.00,1049.00,2093.00,3532.90,7966.72,1903.96
Output Token Count (tokens),965.44,1.00,59903.00,9155264.00,8.00,55.00,108.00,196.00,447.00,1049.00,2093.00,3532.90,7966.72,1903.96
Output Token Throughput Per User (tokens/sec/user),319.71,1.67,899885.55,3027649.32,23.88,40.29,47.02,55.69,67.18,82.17,119.80,427.44,2145.93,10981.34
Prefill Throughput Per User (tokens/sec/user),22144.19,7.60,239505.55,209993357.06,101.07,376.92,756.85,3359.84,12498.74,30529.36,56096.10,78754.72,127984.13,27198.93
Request Latency (ms),24561.68,444.19,812596.86,232918411.01,2833.78,4400.51,5597.03,9174.97,16232.18,29043.73,51099.45,70141.42,140641.99,30462.50
Time to First Output Token (ms),15640.17,918.10,182763.60,13434905.31,1818.66,2792.38,3344.58,4895.53,9165.87,17725.95,37351.01,52003.09,91783.83,19386.49
Time to First Token (ms),10084.26,204.14,200621.23,95629036.10,1050.68,2182.79,2617.11,3621.46,5693.74,11317.98,22123.60,35034.27,58833.62,12064.54
Time to Second Token (ms),73.75,0.00,5809.31,698982.95,0.00,0.96,1.64,2.48,4.16,59.46,95.74,236.45,1331.39,277.87
Tokens In Flight (tokens),9150989.12,0.00,15112400.44,,,,,,9714496.58,,11988853.49,12640712.16,13491943.21,2904888.07
Usage Completion Tokens (tokens),965.44,1.00,59903.00,9155264.00,8.00,55.00,108.00,196.00,447.00,1049.00,2093.00,3532.90,7966.72,1903.96
Usage Prompt Cache Read Tokens (tokens),135340.29,64.00,823488.00,1065669440.00,14080.00,23744.00,27200.00,45568.00,88864.00,158880.00,282073.60,483657.60,718520.96,142700.04
Usage Prompt Tokens (tokens),118523.04,151.00,826968.00,1123953948.00,667.00,2966.00,3348.40,35219.50,74210.00,141788.50,267337.20,426618.40,704148.96,138233.89
Usage Total Tokens (tokens),119488.48,253.00,827798.00,1133109212.00,872.46,4034.20,4774.20,35662.00,74933.00,142654.00,268537.20,427942.20,707665.78,138472.68

Metric,Value
Benchmark Duration (sec),3629.30
Input Token Throughput (tokens/sec),308778.44
OSL Mismatch Count,321.00
Output Token Throughput (tokens/sec),2515.18
Overall Usage Prompt Cache Read % (%),94.81
Request Count,9483.00
Request Throughput (requests/sec),2.61
Theoretical Prefix Cache Hit (%),96.45
Total Input Sequence Length (tokens),1123953948.00
Total Output Sequence Length (tokens),9155264.00
Total Output Tokens (tokens),9155264.00
Total Token Throughput (tokens/sec),311293.62
Total Usage Completion Tokens (tokens),9155264.00
Total Usage Prompt Cache Read Tokens (tokens),1065669440.00
Total Usage Prompt Tokens (tokens),1123953948.00
Total Usage Total Tokens (tokens),1133109212.00
